district,mean_articles_per_month,median_articles_per_month,n_months_observed,total_articles
"Southern Semiarid Cereals and Cattle, Massingir, Gaza, Mozambique",0.06818181818181818,0.0,44,3.0
"Hobicha Abaya, Wolayita, SNNPR, Ethiopia",0.06666666666666667,0.0,15,1.0
"Diguna Fango, Wolayita, SNNPR, Ethiopia",0.06666666666666667,0.0,15,1.0
"Abela Abaya, Wolayita, SNNPR, Ethiopia",0.06666666666666667,0.0,15,1.0
"Abela Abaya, Wolayita, South Ethiopia, Ethiopia",0.06666666666666667,0.0,15,1.0
"Hobicha Abaya, Wolayita, South Ethiopia, Ethiopia",0.06666666666666667,0.0,15,1.0
"Sorghum High Potential Agropastoral, Marka, Lower Shabelle, Somalia",0.06521739130434782,0.0,46,3.0
"Southern Rainfed Agropastoral – Maize, Cattle, and Goats, Marka, Lower Shabelle, Somalia",0.06521739130434782,0.0,46,3.0
"Coastal Deeh Pastoral and Fishing, Marka, Lower Shabelle, Somalia",0.06521739130434782,0.0,46,3.0
"Riverine Gravity Irrigation, Marka, Lower Shabelle, Somalia",0.06521739130434782,0.0,46,3.0
"Southern Inland Pastoral – Camels, Goats, Sheep, and Cattle, Ceel Barde, Bakool, Somalia",0.06521739130434782,0.0,46,3.0
"Central plateau cereals and market gardening, Loroum, Nord, Burkina Faso",0.0625,0.0,48,3.0
"Western High Potential Zone, Webuye West, Bungoma, Kenya",0.0625,0.0,48,3.0
"North-east sahelian: millet, sesame, cowpeas, and livestock, Karasuwa, Yobe, Nigeria",0.0625,0.0,48,3.0
"Central Irrigated Schemes, Al Qurashi, Aj Jazirah, Sudan",0.0625,0.0,48,3.0
"Northern Cassava, Maize, and Forest, Anchilo, Nampula, Mozambique",0.0625,0.0,48,3.0
"Bita, Keffa, SNNPR, Ethiopia",0.0625,0.0,48,3.0
"Riverine Gravity Irrigation, Jamaame, Lower Juba, Somalia",0.0625,0.0,48,3.0
"Argoba, South Wollo, Amhara, Ethiopia",0.0625,0.0,48,3.0
"Lake Chad fishing, maize, wheat, cowpeas, and vegetables, Monguno, Borno, Nigeria",0.0625,0.0,48,3.0
"Southeastern Medium Potential, Mixed Farming Zone, Ruiru, Kiambu, Kenya",0.0625,0.0,48,3.0
"Bita, Keffa, South West Ethiopia, Ethiopia",0.0625,0.0,48,3.0
"Debay Telatgen, East Gojam, Amhara, Ethiopia",0.0625,0.0,48,3.0
"Takusa, Central Gondar, Amhara, Ethiopia",0.0625,0.0,48,3.0
"Argoba, South Wello, Amhara, Ethiopia",0.0625,0.0,48,3.0
"Enemorina Eaner, Gurage, SNNPR, Ethiopia",0.0625,0.0,48,3.0
"Dima (TG), Northwest Tigray, Tigray, Ethiopia",0.0625,0.0,48,3.0
"Dima (TG), North Western, Tigray, Ethiopia",0.0625,0.0,48,3.0
"Chad Basin: masakwa flood-recession sorghum and wheat, Monguno, Borno, Nigeria",0.0625,0.0,48,3.0
"Adaa'r, Zone 1, Afar, Ethiopia",0.0625,0.0,48,3.0
"Southern Rainfed Agropastoral – Maize, Cattle, and Goats, Jamaame, Lower Juba, Somalia",0.0625,0.0,48,3.0
"North and east livestock and cereals, Loroum, Nord, Burkina Faso",0.0625,0.0,48,3.0
"Western High Potential Zone, Chepalungu, Bomet, Kenya",0.0625,0.0,48,3.0
"Shashogo, Hadiya, Central Ethiopia, Ethiopia",0.06060606060606061,0.0,33,2.0
"Shashogo, Hadiya, SNNPR, Ethiopia",0.06060606060606061,0.0,33,2.0
"Gimbichu Town, Hadiya, SNNPR, Ethiopia",0.058823529411764705,0.0,34,2.0
"Southern Staple and Cash Crops, Mandoul Occidental, Mandoul, Chad",0.058823529411764705,0.0,34,2.0
"Gimbichu town, Hadiya, SNNPR, Ethiopia",0.058823529411764705,0.0,34,2.0
"Gimbichu town, Hadiya, Central Ethiopia, Ethiopia",0.058823529411764705,0.0,34,2.0
"Southern Staple and Cash Crops, Mandoul Oriental, Mandoul, Chad",0.058823529411764705,0.0,34,2.0
"Guba, Metekel, Benishangul Gumuz, Ethiopia",0.05263157894736842,0.0,38,2.0
"Menge, Asosa, Benishangul Gumuz, Ethiopia",0.05,0.0,40,2.0
"Limpopo and Elephant Rivers Mixed Cropping, Chokwe, Gaza, Mozambique",0.045454545454545456,0.0,44,2.0
"Limpopo and Elephant Rivers Mixed Cropping, Chicualacuala, Gaza, Mozambique",0.045454545454545456,0.0,44,2.0
"Limpopo and Elephant Rivers Mixed Cropping, Guija, Gaza, Mozambique",0.045454545454545456,0.0,44,2.0
"Southern Coastal Rishing, Manioc, and Maize, Limpopo, Gaza, Mozambique",0.045454545454545456,0.0,44,2.0
"Southern Coastal Rishing, Manioc, and Maize, Xai-Xai, Gaza, Mozambique",0.045454545454545456,0.0,44,2.0
"Southern Highland Cattle and Mixed Cropping, Chokwe, Gaza, Mozambique",0.045454545454545456,0.0,44,2.0
"Southern Coastal Rishing, Manioc, and Maize, Xai-Xai City, Gaza, Mozambique",0.045454545454545456,0.0,44,2.0
"Southern Semiarid Cereals and Cattle, Guija, Gaza, Mozambique",0.045454545454545456,0.0,44,2.0
"Southern Semiarid Cereals and Cattle, Chicualacuala, Gaza, Mozambique",0.045454545454545456,0.0,44,2.0
"Karamoja Mountain and Foot Hills Maize and Cattle Zone, Nakapiripirit, Northern, Uganda",0.044444444444444446,0.0,45,2.0
"Urban, Nakapiripirit, Northern, Uganda",0.044444444444444446,0.0,45,2.0
"Central Karamoja Sorghum and Livestock Zone, Nakapiripirit, Northern, Uganda",0.044444444444444446,0.0,45,2.0
"Southern Agropastoral – Goats, Camels, and Sorghum, Waajid, Bakool, Somalia",0.043478260869565216,0.0,46,2.0
"Southern Agropastoral – Goats, Camels, and Sorghum, Xudur, Bakool, Somalia",0.043478260869565216,0.0,46,2.0
"Xudur, Somalia",0.043478260869565216,0.0,46,2.0
"Southeast Flood Retreat and Gum Arabic, Haraze Mangueigne, Salamat, Chad",0.043478260869565216,0.0,23,1.0
"Ezha, Gurage, Central Ethiopia, Ethiopia",0.041666666666666664,0.0,48,2.0
"Ewa, Zone 4, Afar, Ethiopia",0.041666666666666664,0.0,48,2.0
"Butajira town, East Gurage, Central Ethiopia, Ethiopia",0.041666666666666664,0.0,48,2.0
"Endiguagn, Gurage, Central Ethiopia, Ethiopia",0.041666666666666664,0.0,48,2.0
"Enebse Sarmder, East Gojam, Amhara, Ethiopia",0.041666666666666664,0.0,48,2.0
"Endiguagn, Gurage, SNNPR, Ethiopia",0.041666666666666664,0.0,48,2.0
"Teru, Zone 4, Afar, Ethiopia",0.041666666666666664,0.0,48,2.0
"Northern Highland with Mixed Cropping, Metarica, Niassa, Mozambique",0.041666666666666664,0.0,48,2.0
"Teru, Fanti, Afar, Ethiopia",0.041666666666666664,0.0,48,2.0
"Bay Bakool Low Potential Agropastoral, Xudur, Bakool, Somalia",0.041666666666666664,0.0,48,2.0
"Northeastern Cassava, Cashew, and Coconut, Memba, Nampula, Mozambique",0.041666666666666664,0.0,48,2.0
"Goba (SP), Keffa, South West Ethiopia, Ethiopia",0.041666666666666664,0.0,48,2.0
"Butajira Town, Gurage, SNNPR, Ethiopia",0.041666666666666664,0.0,48,2.0
"Northern Inland Pastoral – Goats and Sheep, Qardho, Bari, Somalia",0.041666666666666664,0.0,48,2.0
"Rainfed Millet and Sorghum Belt, Gothèye, Tillabéri, Niger",0.041666666666666664,0.0,48,2.0
"Guban Pastoral, Baki, Awdal, Somalia",0.041666666666666664,0.0,48,2.0
"Rainfed Millet and Sorghum Belt, Bankilaré, Tillabéri, Niger",0.041666666666666664,0.0,48,2.0
"Western High Potential Zone, Mumias East, Kakamega, Kenya",0.041666666666666664,0.0,48,2.0
"Agropastoral Belt, Banibangou, Tillabéri, Niger",0.041666666666666664,0.0,48,2.0
"Agropastoral Belt, Bankilaré, Tillabéri, Niger",0.041666666666666664,0.0,48,2.0
"Hadelela, Zone 5, Afar, Ethiopia",0.041666666666666664,0.0,48,2.0
"Hadelela, Khari, Afar, Ethiopia",0.041666666666666664,0.0,48,2.0
"Rainfed Millet and Sorghum Belt, Tillabéri, Tillabéri, Niger",0.041666666666666664,0.0,48,2.0
"Hadelela, Hari /Zone 5, Afar, Ethiopia",0.041666666666666664,0.0,48,2.0
"Agropastoral Belt, Balleyara, Tillabéri, Niger",0.041666666666666664,0.0,48,2.0
"Agropastoral Belt, Abala, Tillabéri, Niger",0.041666666666666664,0.0,48,2.0
"Emdebir City Admin, Gurage, SNNPR, Ethiopia",0.041666666666666664,0.0,48,2.0
"Rainfed Millet and Sorghum Belt, Balleyara, Tillabéri, Niger",0.041666666666666664,0.0,48,2.0
"Goba, Keffa, SNNPR, Ethiopia",0.041666666666666664,0.0,48,2.0
"Teru, Fanti /Zone 4, Afar, Ethiopia",0.041666666666666664,0.0,48,2.0
"Lakeshore Basic Staples and Fishing, Lichinga, Niassa, Mozambique",0.041666666666666664,0.0,48,2.0
"Areket Town, Gurage, SNNPR, Ethiopia",0.041666666666666664,0.0,48,2.0
"Northwestern Tobacco and Maize, Lichinga, Niassa, Mozambique",0.041666666666666664,0.0,48,2.0
"Northwestern Tobacco and Maize, Lichinga City, Niassa, Mozambique",0.041666666666666664,0.0,48,2.0
"Welkite town, Gurage, Central Ethiopia, Ethiopia",0.041666666666666664,0.0,48,2.0
"Ezha, Gurage, SNNPR, Ethiopia",0.041666666666666664,0.0,48,2.0
"Welkite Town, Gurage, SNNPR, Ethiopia",0.041666666666666664,0.0,48,2.0
"West Golis Pastoral, Baki, Awdal, Somalia",0.041666666666666664,0.0,48,2.0
"Bay Bakool Low Potential Agropastoral, Waajid, Bakool, Somalia",0.041666666666666664,0.0,48,2.0
"North-Central Coastal Fishing, Memba, Nampula, Mozambique",0.041666666666666664,0.0,48,2.0
"Aware, Jarar, Somali, Ethiopia",0.041666666666666664,0.0,48,2.0
"Bui Town Admin, Gurage, SNNPR, Ethiopia",0.041666666666666664,0.0,48,2.0
"Bui town, East Gurage, Central Ethiopia, Ethiopia",0.041666666666666664,0.0,48,2.0
"Bora (TG), South Tigray, Tigray, Ethiopia",0.041666666666666664,0.0,48,2.0
"Bora (TG), Southern, Tigray, Ethiopia",0.041666666666666664,0.0,48,2.0
"Hudet, Daawa, Somali, Ethiopia",0.041666666666666664,0.0,48,2.0
"Agropastoral Belt, Tillabéri, Tillabéri, Niger",0.041666666666666664,0.0,48,2.0
"Niger River Irrigated Rice, Gothèye, Tillabéri, Niger",0.041666666666666664,0.0,48,2.0
"Enemor Ener, Gurage, Central Ethiopia, Ethiopia",0.041666666666666664,0.0,48,2.0
"Enor Ener, Gurage, Central Ethiopia, Ethiopia",0.041666666666666664,0.0,48,2.0
"Niger River Irrigated Rice, Tillabéri, Tillabéri, Niger",0.041666666666666664,0.0,48,2.0
"Transhumant and Nomad Pastoralism, Abala, Tillabéri, Niger",0.041666666666666664,0.0,48,2.0
"Transhumant and Nomad Pastoralism, Banibangou, Tillabéri, Niger",0.041666666666666664,0.0,48,2.0
"Northwestern Cropping and Cross-border Trade, Lichinga, Niassa, Mozambique",0.041666666666666664,0.0,48,2.0
"Dallols - Seasonal Water-Course Irrigated Crops, Balleyara, Tillabéri, Niger",0.041666666666666664,0.0,48,2.0
"Hawd Pastoral, Cabudwaaq, Galgaduud, Somalia",0.041666666666666664,0.0,48,2.0
"DEGRADED FOREST OF THE CENTER-SOUTH: cocoa, pineapple, cassava, maize, market-gardening, small livestock and poultry, Nyong et So'o, Centre, Cameroon",0.041666666666666664,0.0,48,2.0
"Northwestern Agropastoral, Baki, Awdal, Somalia",0.041666666666666664,0.0,48,2.0
"Emdebir town, Gurage, Central Ethiopia, Ethiopia",0.041666666666666664,0.0,48,2.0
"Gedebano Gutazer Welene, Gurage, SNNPR, Ethiopia",0.041666666666666664,0.0,48,2.0
"Gedebano Gutazer Welene, Gurage, Central Ethiopia, Ethiopia",0.041666666666666664,0.0,48,2.0
"Eastern Pastoral Zone, Goreale, Lagdera, Garissa, Kenya",0.041666666666666664,0.0,48,2.0
"Upper Betsiboka: gold mining, rice, cows, Kandreho, Betsiboka, Madagascar",0.037037037037037035,0.0,27,1.0
"West: rice, fishing, gathering, Besalampy, Melaky, Madagascar",0.037037037037037035,0.0,27,1.0
"Agropastoral midwest: rice, maize, pulses, Morafenobe, Melaky, Madagascar",0.037037037037037035,0.0,27,1.0
"Agropastoral midwest: rice, maize, pulses, Kandreho, Betsiboka, Madagascar",0.037037037037037035,0.0,27,1.0
"Masha town, Sheka, SNNPR, Ethiopia",0.03333333333333333,0.0,30,1.0
"Masha, Sheka, South West Ethiopia, Ethiopia",0.03333333333333333,0.0,30,1.0
"Masha, Sheka, SNNPR, Ethiopia",0.03333333333333333,0.0,30,1.0
"Masha town, Sheka, South West Ethiopia, Ethiopia",0.03333333333333333,0.0,30,1.0
"Masha Town, Sheka, SNNPR, Ethiopia",0.03333333333333333,0.0,30,1.0
"Mellit Camps (Al Abassi, Al Abassi B), Sudan",0.03225806451612903,0.0,31,1.0
"Duna, Hadiya, SNNPR, Ethiopia",0.030303030303030304,0.0,33,1.0
"Duna, Hadiya, Central Ethiopia, Ethiopia",0.030303030303030304,0.0,33,1.0
"Misha, Hadiya, Central Ethiopia, Ethiopia",0.030303030303030304,0.0,33,1.0
"Misha, Hadiya, SNNPR, Ethiopia",0.030303030303030304,0.0,33,1.0
"Western Medium Potential Zone, Marakwet East, Elgeyo-Marakwet, Kenya",0.029411764705882353,0.0,34,1.0
"Sherkole, Asosa, Benishangul Gumuz, Ethiopia",0.025,0.0,40,1.0
"Bossaso, Somalia",0.023255813953488372,0.0,43,1.0
"Belet Weyne, Somalia",0.023255813953488372,0.0,43,1.0
"Laasanood, Somalia",0.023255813953488372,0.0,43,1.0
"Southern Rainfed Agropastoral – Maize, Cattle, and Goats, Kurtunwaarey, Lower Shabelle, Somalia",0.023255813953488372,0.0,43,1.0
"Riverine Pump Irrigation, Bu'aale, Middle Juba, Somalia",0.023255813953488372,0.0,43,1.0
"Southern Inland Pastoral – Camels, Goats, Sheep, and Cattle, Kurtunwaarey, Lower Shabelle, Somalia",0.023255813953488372,0.0,43,1.0
"Qarhdo, Somalia",0.023255813953488372,0.0,43,1.0
"Riverine Gravity Irrigation, Bu'aale, Middle Juba, Somalia",0.023255813953488372,0.0,43,1.0
Somalia,0.023255813953488372,0.0,43,1.0
"Riverine Gravity Irrigation, Kurtunwaarey, Lower Shabelle, Somalia",0.023255813953488372,0.0,43,1.0
"Baydhaba, Somalia",0.023255813953488372,0.0,43,1.0
"Doblei, Somalia",0.023255813953488372,0.0,43,1.0
"Dolo, Somalia",0.023255813953488372,0.0,43,1.0
"Southern Inland Pastoral – Camels, Goats, Sheep, and Cattle, Jilib, Middle Juba, Somalia",0.022727272727272728,0.0,44,1.0
"Sorghum High Potential Agropastoral, Saakow, Middle Juba, Somalia",0.022727272727272728,0.0,44,1.0
"Southern Rainfed Agropastoral – Maize, Cattle, and Goats, Jilib, Middle Juba, Somalia",0.022727272727272728,0.0,44,1.0
"Riverine Gravity Irrigation, Jilib, Middle Juba, Somalia",0.022727272727272728,0.0,44,1.0
"Northern Highland with Mixed Cropping, Namarroi, Zambezia, Mozambique",0.022727272727272728,0.0,44,1.0
"Riverine Pump Irrigation, Saakow, Middle Juba, Somalia",0.022727272727272728,0.0,44,1.0
"Juba Pastoral –  Cattle and Goats, Jilib, Middle Juba, Somalia",0.022727272727272728,0.0,44,1.0
"Southern Agropastoral – Goats, Camels, and Sorghum, Saakow, Middle Juba, Somalia",0.022727272727272728,0.0,44,1.0
"Southern Inland Pastoral – Camels, Goats, Sheep, and Cattle, Saakow, Middle Juba, Somalia",0.022727272727272728,0.0,44,1.0
"Riverine Gravity Irrigation, Sablaale, Lower Shabelle, Somalia",0.022222222222222223,0.0,45,1.0
"Southern Inland Pastoral – Camels, Goats, Sheep, and Cattle, Wanla Weyn, Lower Shabelle, Somalia",0.022222222222222223,0.0,45,1.0
"Southern Inland Pastoral – Camels, Goats, Sheep, and Cattle, Sablaale, Lower Shabelle, Somalia",0.022222222222222223,0.0,45,1.0
"Sorghum High Potential Agropastoral, Wanla Weyn, Lower Shabelle, Somalia",0.022222222222222223,0.0,45,1.0
"Southern Rainfed Agropastoral – Maize, Cattle, and Goats, Sablaale, Lower Shabelle, Somalia",0.022222222222222223,0.0,45,1.0
"Southern Inland Pastoral – Camels, Goats, Sheep, and Cattle, Tiyeglow, Bakool, Somalia",0.021739130434782608,0.0,46,1.0
"Southern Inland Pastoral – Camels, Goats, Sheep, and Cattle, Rabdhuure, Bakool, Somalia",0.021739130434782608,0.0,46,1.0
"Southern Agropastoral – Goats, Camels, and Sorghum, Rabdhuure, Bakool, Somalia",0.021739130434782608,0.0,46,1.0
"Southern Agropastoral – Goats, Camels, and Sorghum, Tiyeglow, Bakool, Somalia",0.021739130434782608,0.0,46,1.0
"Northeastern Cassava, Cashew, and Coconut, Macomia, Cabo Delgado, Mozambique",0.021739130434782608,0.0,46,1.0
"Northern Cassava, Maize, and Forest, Macomia, Cabo Delgado, Mozambique",0.021739130434782608,0.0,46,1.0
"North-Central Coastal Fishing, Macomia, Cabo Delgado, Mozambique",0.021739130434782608,0.0,46,1.0
"Megale, Kilbati, Afar, Ethiopia",0.020833333333333332,0.0,48,1.0
"Sorghum High Potential Agropastoral, Qansax Dheere, Bay, Somalia",0.020833333333333332,0.0,48,1.0
"Eastern Pastoral, Al Kamlin, Aj Jazirah, Sudan",0.020833333333333332,0.0,48,1.0
"Addun Pastoral, Jariiban, Mudug, Somalia",0.020833333333333332,0.0,48,1.0
"Addun Pastoral, Ceel Buur, Galgaduud, Somalia",0.020833333333333332,0.0,48,1.0
"Mile town, Awusi, Afar, Ethiopia",0.020833333333333332,0.0,48,1.0
"Mile, Awsi /Zone 1, Afar, Ethiopia",0.020833333333333332,0.0,48,1.0
"Hawd Pastoral, Jariiban, Mudug, Somalia",0.020833333333333332,0.0,48,1.0
"Hawd Pastoral, Goldogob, Mudug, Somalia",0.020833333333333332,0.0,48,1.0
"DEGRADED FOREST OF THE CENTER-SOUTH: cocoa, pineapple, cassava, maize, market-gardening, small livestock and poultry, Nyong et Mfoumou, Centre, Cameroon",0.020833333333333332,0.0,48,1.0
"Eastern Agropastoral Sorghum, Um Algura, Aj Jazirah, Sudan",0.020833333333333332,0.0,48,1.0
"Eastern Agropastoral Sorghum, Sharg Al Jazirah, Aj Jazirah, Sudan",0.020833333333333332,0.0,48,1.0
"Guban Pastoral, Zeylac, Awdal, Somalia",0.020833333333333332,0.0,48,1.0
"Guban Pastoral, Ceel Afweyn, Sanaag, Somalia",0.020833333333333332,0.0,48,1.0
"Central plateau cereals and market gardening, Kouritenga, Centre-Est, Burkina Faso",0.020833333333333332,0.0,48,1.0
"Megale, Kilbati /Zone2, Afar, Ethiopia",0.020833333333333332,0.0,48,1.0
"Togdheer Agropastoral, Oodweyne, Togdheer, Somalia",0.020833333333333332,0.0,48,1.0
"Togdheer Agropastoral, Sheekh, Togdheer, Somalia",0.020833333333333332,0.0,48,1.0
"Cowpea Belt Agropastoral, Ceel Buur, Galgaduud, Somalia",0.020833333333333332,0.0,48,1.0
"Southern Agropastoral – Goats, Camels, and Sorghum, Jalalaqsi, Hiiraan, Somalia",0.020833333333333332,0.0,48,1.0
"Southern Agropastoral – Goats, Camels, and Sorghum, Luuq, Gedo, Somalia",0.020833333333333332,0.0,48,1.0
"Southern Inland Pastoral – Camels, Goats, Sheep, and Cattle, Jalalaqsi, Hiiraan, Somalia",0.020833333333333332,0.0,48,1.0
"Janamora, North Gondar, Amhara, Ethiopia",0.020833333333333332,0.0,48,1.0
"Southern Agropastoral – Goats, Camels, and Sorghum, Doolow, Gedo, Somalia",0.020833333333333332,0.0,48,1.0
"Northern Pastoral Zone, Sagante/Jaldessa, Saku, Marsabit, Kenya",0.020833333333333332,0.0,48,1.0
"Northern Pastoral Zone, North Horr, North Horr, Marsabit, Kenya",0.020833333333333332,0.0,48,1.0
"Hawd Pastoral, Ceel Buur, Galgaduud, Somalia",0.020833333333333332,0.0,48,1.0
"Northern Inland Pastoral – Goats and Sheep, Talex, Sool, Somalia",0.020833333333333332,0.0,48,1.0
"Northern Inland Pastoral – Goats and Sheep, Xudun, Sool, Somalia",0.020833333333333332,0.0,48,1.0
"Northern Inland Pastoral – Goats and Sheep, Iskushuban, Bari, Somalia",0.020833333333333332,0.0,48,1.0
"Hawd Pastoral, Oodweyne, Togdheer, Somalia",0.020833333333333332,0.0,48,1.0
"Southern Inland Pastoral – Camels, Goats, Sheep, and Cattle, Doolow, Gedo, Somalia",0.020833333333333332,0.0,48,1.0
"Southern Inland Pastoral – Camels, Goats, Sheep, and Cattle, Bulo-Burte, Hiiraan, Somalia",0.020833333333333332,0.0,48,1.0
"Southern Inland Pastoral – Camels, Goats, Sheep, and Cattle, Beled-Xaawo, Gedo, Somalia",0.020833333333333332,0.0,48,1.0
"Cowpea Belt Agropastoral, Ceel Dheer, Galgaduud, Somalia",0.020833333333333332,0.0,48,1.0
"Southern Inland Pastoral – Camels, Goats, Sheep, and Cattle, Luuq, Gedo, Somalia",0.020833333333333332,0.0,48,1.0
"Cowpea Belt Agropastoral, Xarardheere, Mudug, Somalia",0.020833333333333332,0.0,48,1.0
"Cowpea Belt Agropastoral, Bulo-Burte, Hiiraan, Somalia",0.020833333333333332,0.0,48,1.0
"Hawd Pastoral, Laas Caanood, Sool, Somalia",0.020833333333333332,0.0,48,1.0
"West Golis Pastoral, Oodweyne, Togdheer, Somalia",0.020833333333333332,0.0,48,1.0
"Kurri, Zone 1, Afar, Ethiopia",0.020833333333333332,0.0,48,1.0
"Bay Bakool Low Potential Agropastoral, Qansax Dheere, Bay, Somalia",0.020833333333333332,0.0,48,1.0
"Bay Bakool Low Potential Agropastoral, Tiyeglow, Bakool, Somalia",0.020833333333333332,0.0,48,1.0
"Bay Bakool Low Potential Agropastoral, Wanla Weyn, Lower Shabelle, Somalia",0.020833333333333332,0.0,48,1.0
"Riverine Pump Irrigation, Qansax Dheere, Bay, Somalia",0.020833333333333332,0.0,48,1.0
"Riverine Pump Irrigation, Bulo-Burte, Hiiraan, Somalia",0.020833333333333332,0.0,48,1.0
"Sayint, South Wello, Amhara, Ethiopia",0.020833333333333332,0.0,48,1.0
"Samurobi Gele'alo, Zone 5, Afar, Ethiopia",0.020833333333333332,0.0,48,1.0
"Northern Inland Pastoral – Goats and Sheep, Qandala, Bari, Somalia",0.020833333333333332,0.0,48,1.0
"Coastal Deeh Pastoral and Fishing, Jariiban, Mudug, Somalia",0.020833333333333332,0.0,48,1.0
"Coastal Deeh Pastoral and Fishing, Xarardheere, Mudug, Somalia",0.020833333333333332,0.0,48,1.0
"Coastal Deeh Pastoral and Fishing, Iskushuban, Bari, Somalia",0.020833333333333332,0.0,48,1.0
"Riverine Pump Irrigation, Doolow, Gedo, Somalia",0.020833333333333332,0.0,48,1.0
"Riverine Pump Irrigation, Jalalaqsi, Hiiraan, Somalia",0.020833333333333332,0.0,48,1.0
"Riverine Pump Irrigation, Luuq, Gedo, Somalia",0.020833333333333332,0.0,48,1.0
"Southern Agropastoral – Goats, Camels, and Sorghum, Bulo-Burte, Hiiraan, Somalia",0.020833333333333332,0.0,48,1.0
"Southern Agropastoral – Goats, Camels, and Sorghum, Beled-Xaawo, Gedo, Somalia",0.020833333333333332,0.0,48,1.0
"Southern Riverine Small/Medium-scale Cultivation, Janub Al Jazirah, Aj Jazirah, Sudan",0.020833333333333332,0.0,48,1.0
"West cereals and remittances, Ziro, Centre-Ouest, Burkina Faso",0.020833333333333332,0.0,48,1.0
"North and east livestock and cereals, Soum, Sahel, Burkina Faso",0.020833333333333332,0.0,48,1.0
"Southeastern Marginal Mixed Farming Zone, Mwingi West, Kitui, Kenya",0.020833333333333332,0.0,48,1.0
"Dega Temben, Southeast Tigray, Tigray, Ethiopia",0.020833333333333332,0.0,48,1.0
"West Golis Pastoral, Sheekh, Togdheer, Somalia",0.020833333333333332,0.0,48,1.0
"Sayilem, Keffa, SNNPR, Ethiopia",0.020833333333333332,0.0,48,1.0
"Dawunt, North Wollo, Amhara, Ethiopia",0.020833333333333332,0.0,48,1.0
"Sayint, South Wollo, Amhara, Ethiopia",0.020833333333333332,0.0,48,1.0
"West Golis Pastoral, Zeylac, Awdal, Somalia",0.020833333333333332,0.0,48,1.0
"West Golis Pastoral, Ceel Afweyn, Sanaag, Somalia",0.020833333333333332,0.0,48,1.0
"Dawunt, North Wello, Amhara, Ethiopia",0.020833333333333332,0.0,48,1.0
"West Belesa, Central Gondar, Amhara, Ethiopia",0.020833333333333332,0.0,48,1.0
"West Esite, South Gondar, Amhara, Ethiopia",0.020833333333333332,0.0,48,1.0
"North transhumant pastoralism and millet, Soum, Sahel, Burkina Faso",0.020833333333333332,0.0,48,1.0
"Lay Armacho, Central Gondar, Amhara, Ethiopia",0.020833333333333332,0.0,48,1.0
"Lakeshore Basic Staples and Fishing, Mandimba, Niassa, Mozambique",0.020833333333333332,0.0,48,1.0
"Southeast cereals, livestock, forestry and faune, Kouritenga, Centre-Est, Burkina Faso",0.020833333333333332,0.0,48,1.0
"Hawd Pastoral, Bulo-Burte, Hiiraan, Somalia",0.020833333333333332,0.0,48,1.0
"Southeast cereals, livestock, forestry and faune, Koulpelogo, Centre-Est, Burkina Faso",0.020833333333333332,0.0,48,1.0
"Northwestern Tobacco and Maize, Mandimba, Niassa, Mozambique",0.020833333333333332,0.0,48,1.0
"Riverine Gravity Irrigation, Jalalaqsi, Hiiraan, Somalia",0.020833333333333332,0.0,48,1.0
"Southern Riverine Small/Medium-scale Cultivation, Sharg Al Jazirah, Aj Jazirah, Sudan",0.020833333333333332,0.0,48,1.0
"Southern Riverine Small/Medium-scale Cultivation, Medani Al Kubra, Aj Jazirah, Sudan",0.020833333333333332,0.0,48,1.0
"Southern Riverine Small/Medium-scale Cultivation, Um Algura, Aj Jazirah, Sudan",0.020833333333333332,0.0,48,1.0
"East Golis – Frankincense, Goats, and Fishing, Iskushuban, Bari, Somalia",0.020833333333333332,0.0,48,1.0
"Southeast Rainfed Semi-mechanized Agriculture, Janub Al Jazirah, Aj Jazirah, Sudan",0.020833333333333332,0.0,48,1.0
"Mile, Awusi, Afar, Ethiopia",0.020833333333333332,0.0,48,1.0
"Mile, Zone 1, Afar, Ethiopia",0.020833333333333332,0.0,48,1.0
"Southeast Rainfed Semi-mechanized Agriculture, Medani Al Kubra, Aj Jazirah, Sudan",0.020833333333333332,0.0,48,1.0
"South tubers and cereals, Ziro, Centre-Ouest, Burkina Faso",0.020833333333333332,0.0,48,1.0
"Eastern Agropastoral Sorghum, Al Manaqil, Aj Jazirah, Sudan",0.020833333333333332,0.0,48,1.0
"East Golis – Frankincense, Goats, and Fishing, Zeylac, Awdal, Somalia",0.020833333333333332,0.0,48,1.0
"East Golis – Frankincense, Goats, and Fishing, Qandala, Bari, Somalia",0.020833333333333332,0.0,48,1.0
"Hagere Mariam, North Shewa (AM), Amhara, Ethiopia",0.020833333333333332,0.0,48,1.0
"Central Irrigated Schemes, Janub Al Jazirah, Aj Jazirah, Sudan",0.020833333333333332,0.0,48,1.0
"East Golis – Frankincense, Goats, and Fishing, Caluula, Bari, Somalia",0.020833333333333332,0.0,48,1.0
"Central Irrigated Schemes, Um Algura, Aj Jazirah, Sudan",0.020833333333333332,0.0,48,1.0
"Central Irrigated Schemes, Al Hasahisa, Aj Jazirah, Sudan",0.020833333333333332,0.0,48,1.0
"Central Irrigated Schemes, Sharg Al Jazirah, Aj Jazirah, Sudan",0.020833333333333332,0.0,48,1.0
"Central Irrigated Schemes, Al Manaqil, Aj Jazirah, Sudan",0.020833333333333332,0.0,48,1.0
